Year_of_Publication,Title_Length_in_Characters,Title_Word_Count,Number_of_Authors,Number_of_Institutions_of_First_Author,Number_of_Citations,Number_of_References,Primary_Concept_of_Publication,Is_Open_Access,Abstract_Word_Count,Concepts_Count,Related_Works_Count,Locations_Count,OA_Locations_Count,Has_DOI,Institutions_All_Authors_Count,Citations_Per_Year,Type_of_Publication_article,Type_of_Publication_book,Type_of_Publication_book-chapter,Type_of_Publication_dataset,Type_of_Publication_dissertation,Type_of_Publication_letter,Type_of_Publication_other,Type_of_Publication_paratext,Type_of_Publication_preprint,Type_of_Publication_reference-entry,Type_of_Publication_report,Type_of_Publication_review,Language_of_Publication_ca,Language_of_Publication_de,Language_of_Publication_en,Language_of_Publication_fa,Language_of_Publication_fr,Language_of_Publication_id,Language_of_Publication_it,Language_of_Publication_pt,Open_Access_Type_bronze,Open_Access_Type_closed,Open_Access_Type_diamond,Open_Access_Type_gold,Open_Access_Type_green,Open_Access_Type_hybrid
0.2558139534883779,0.19211822660098524,0.21428571428571427,0.01,0.2,0.08713924780113781,0.0,Research design,0,0.0,0.13793103448275862,0.28571428571428564,0.05555555555555555,0.0,1.0,0.005555555555555556,0.03280202627459735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.720930232558139,0.6206896551724138,0.5,0.06,0.4,0.08701274514282502,0.03453453453453453,Phylogenetic tree,1,0.05029585798816568,0.6896551724137931,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.03888888888888889,0.09454029303517773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.8372093023255829,0.270935960591133,0.2857142857142857,0.04,0.2,0.08695652173913045,0.03078078078078078,Object detection,1,0.04018737672583827,0.7931034482758621,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.03333333333333333,0.14853287638430113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.34883720930233153,0.2019704433497537,0.21428571428571427,0.01,0.2,0.085073037715362,0.0015015015015015015,Psychology,0,0.0,0.034482758620689655,0.28571428571428564,0.05555555555555555,0.0,1.0,0.005555555555555556,0.03801657012902811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5813953488372121,0.23645320197044334,0.21428571428571427,0.02,0.2,0.08478489277142727,0.03528528528528529,Content analysis,0,0.03451676528599606,0.7931034482758621,0.28571428571428564,0.1111111111111111,0.0,1.0,0.011111111111111112,0.06242542068858317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3953488372093048,0.5714285714285714,0.5357142857142857,0.05,0.2,0.08464784822492173,0.02027027027027027,Multiple sequence alignment,1,0.04832347140039448,0.6896551724137931,0.28571428571428564,0.3333333333333333,0.1875,1.0,0.022222222222222223,0.0414053077497809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.4418604651162852,0.18719211822660098,0.21428571428571427,0.0,0.0,0.08459513878395807,0.0,Computer science,0,0.0,0.0,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.0,0.045455361369203334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.418604651162795,0.43842364532019706,0.42857142857142855,0.02,0.0,0.08439835687102702,0.0022522522522522522,Grounded theory,0,0.034270216962524656,0.44827586206896547,0.9999999999999998,0.05555555555555555,0.0,0.0,0.0,0.043266001754277396,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8837209302325633,0.39408866995073893,0.3214285714285714,0.04,0.2,0.0824270237789858,0.04129129129129129,Transformer,1,0.035009861932938854,0.27586206896551724,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.022222222222222223,0.18252268440602631,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.48837209302325846,0.1477832512315271,0.14285714285714285,0.02,0.2,0.08154150517079616,0.0,Computer science,0,0.20414201183431954,0.0,0.28571428571428564,0.05555555555555555,0.0,1.0,0.011111111111111112,0.04876750032817364,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4418604651162852,0.5123152709359606,0.5,0.01,0.0,0.08109523190397043,0.0,Sequence (biology),0,0.0,0.13793103448275862,0.9999999999999998,0.05555555555555555,0.0,1.0,0.0,0.04395872295021484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8139534883720927,0.2413793103448276,0.21428571428571427,0.12,0.2,0.08081060092276661,0.07357357357357357,Benchmark (surveying),0,0.0,0.5862068965517242,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.06666666666666667,0.1273449515333998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.34883720930233153,0.11330049261083744,0.07142857142857142,0.02,0.2,0.0805611095688719,0.006756756756756757,Feature vector,1,0.0,0.7586206896551725,0.28571428571428564,0.05555555555555555,0.0625,1.0,0.011111111111111112,0.03633612380471496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7906976744186096,0.22660098522167488,0.14285714285714285,0.01,0.2,0.08039595332051909,0.01876876876876877,Computer science,1,0.035009861932938854,0.3448275862068965,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.005555555555555556,0.11520269371395696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6744186046511658,0.5270935960591133,0.46428571428571425,0.03,0.4,0.07945772527136576,0.006756756756756757,Bioconductor,1,0.034270216962524656,0.5862068965517242,0.28571428571428564,0.2777777777777778,0.25,1.0,0.03333333333333333,0.07668977736047948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.27906976744186096,0.2857142857142857,0.21428571428571427,0.0,0.0,0.07933122261305296,0.0022522522522522522,Regression testing,0,0.014299802761341223,0.3793103448275862,0.28571428571428564,0.05555555555555555,0.0,1.0,0.0,0.0315145793276484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7906976744186096,0.2019704433497537,0.21428571428571427,0.08,0.2,0.07897279841450001,0.03678678678678678,Computer science,0,0.0,0.6551724137931035,0.28571428571428564,0.05555555555555555,0.0625,1.0,0.03888888888888889,0.11383340479899383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5348837209302388,0.31527093596059114,0.3214285714285714,0.04,0.2,0.07857220666317612,0.06081081081081081,Technology acceptance model,0,0.07544378698224853,0.3448275862068965,0.28571428571428564,0.05555555555555555,0.0,1.0,0.022222222222222223,0.05269799895660626,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.13953488372093403,0.15763546798029557,0.14285714285714285,0.02,0.4,0.07813296132181223,0.017267267267267267,Pooling,0,0.0,0.4827586206896552,0.28571428571428564,0.1111111111111111,0.0,1.0,0.022222222222222223,0.024405314810766916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.46511627906976827,0.10344827586206896,0.14285714285714285,0.01,0.2,0.0775672133221355,0.03978978978978979,Protein Data Bank (RCSB PDB),1,0.01232741617357002,0.3448275862068965,0.28571428571428564,0.16666666666666666,0.0625,1.0,0.005555555555555556,0.044604862026685774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1860465116279073,0.4187192118226601,0.39285714285714285,0.02,0.2,0.07751801784390273,0.052552552552552555,Structural equation modeling,0,0.025641025641025644,0.3448275862068965,0.28571428571428564,0.05555555555555555,0.0,1.0,0.011111111111111112,0.026217420550276586,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5581395348837219,0.09359605911330049,0.07142857142857142,0.02,0.2,0.0774371967010918,0.0,Proper convex function,0,0.033037475345167655,0.5172413793103449,0.28571428571428564,0.05555555555555555,0.0,1.0,0.011111111111111112,0.055114730749076066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.6511627906976756,0.13793103448275862,0.14285714285714285,0.02,0.0,0.07585942743491263,0.026276276276276277,Isomap,0,0.04906311637080868,0.3448275862068965,0.9999999999999998,0.05555555555555555,0.0,0.0,0.0,0.06936701514567309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5581395348837219,0.24630541871921183,0.21428571428571427,0.01,0.4,0.07080986299059312,0.05630630630630631,Competitive advantage,0,0.025641025641025644,0.3448275862068965,0.28571428571428564,0.05555555555555555,0.0,1.0,0.011111111111111112,0.051636644697062015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4418604651162852,0.19211822660098524,0.21428571428571427,0.02,0.2,0.07064119277950938,0.014264264264264264,Vertex (graph theory),1,0.026380670611439845,0.5172413793103449,0.28571428571428564,0.3333333333333333,0.1875,1.0,0.011111111111111112,0.039488342130445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.6511627906976756,0.45320197044334976,0.42857142857142855,0.03,0.4,0.06920046805983575,0.012012012012012012,Annotation,0,0.0,0.7586206896551725,0.28571428571428564,0.1111111111111111,0.0,1.0,0.03333333333333333,0.0650957353203972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8604651162790731,0.3103448275862069,0.25,0.03,0.2,0.06897908840778834,0.025525525525525526,Softmax function,1,0.03796844181459566,0.4827586206896552,0.28571428571428564,0.1111111111111111,0.125,1.0,0.016666666666666666,0.1434821725149195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9534883720930267,0.29064039408866993,0.25,0.34,0.2,0.06875770875574093,0.06231231231231231,Protein structure prediction,1,0.0601577909270217,0.5862068965517242,0.28571428571428564,0.16666666666666666,0.125,1.0,0.18888888888888888,0.2686164713623109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.720930232558139,0.2413793103448276,0.17857142857142855,0.02,0.2,0.06829035171252973,0.06756756756756757,Wave function,0,0.041913214990138066,0.2068965517241379,0.28571428571428564,0.1111111111111111,0.0,1.0,0.011111111111111112,0.08012928792125479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7906976744186096,0.32019704433497537,0.3571428571428571,0.05,0.2,0.06786164825935856,0.02702702702702703,Overfitting,0,0.04142011834319527,0.3448275862068965,0.9999999999999998,0.05555555555555555,0.0,0.0,0.02777777777777778,0.10314280838142996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.8139534883720927,0.4285714285714286,0.3571428571428571,0.07,0.4,0.06769297804827482,0.06681681681681681,Biology,1,0.05325443786982249,0.41379310344827586,0.28571428571428564,0.4444444444444444,0.375,1.0,0.061111111111111116,0.1135764518174205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1860465116279073,0.2512315270935961,0.2857142857142857,0.02,0.2,0.06768595012281299,0.03153153153153153,Axiom,1,0.019970414201183433,0.6206896551724138,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.011111111111111112,0.02323007522156953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.8837209302325633,0.3694581280788177,0.3214285714285714,0.05,0.4,0.06525780187575331,0.003003003003003003,Mega-,1,0.021696252465483234,0.6206896551724138,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.03333333333333333,0.15774362648561968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3953488372093048,0.3497536945812808,0.3571428571428571,0.02,0.0,0.0647271935033857,0.01951951951951952,Diffraction,0,0.0,0.44827586206896547,0.28571428571428564,0.1111111111111111,0.0,1.0,0.0,0.03347427443287065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.697674418604656,0.3251231527093596,0.2857142857142857,0.27,0.2,0.0646639421742293,0.0045045045045045045,Throughput,1,0.0,0.27586206896551724,0.28571428571428564,0.2222222222222222,0.125,1.0,0.15555555555555556,0.071655925257846,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.2325581395348877,0.32019704433497537,0.3214285714285714,0.02,0.2,0.0642879481620218,0.03153153153153153,Absorptive capacity,0,0.056706114398422096,0.2068965517241379,0.28571428571428564,0.05555555555555555,0.0,1.0,0.011111111111111112,0.024184988898935403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7906976744186096,0.22167487684729065,0.21428571428571427,0.03,0.2,0.06350784843575949,0.02102102102102102,Computer science,0,0.03574950690335306,0.3793103448275862,0.28571428571428564,0.05555555555555555,0.0625,1.0,0.011111111111111112,0.09895379858972797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5116279069767486,0.21674876847290642,0.17857142857142855,0.02,0.2,0.06339891559110124,0.02252252252252252,Meta-analysis,0,0.056459566074950694,0.6896551724137931,0.28571428571428564,0.1111111111111111,0.0,1.0,0.011111111111111112,0.04263714314147952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.46511627906976827,0.31527093596059114,0.2857142857142857,0.03,0.2,0.06266449738034079,0.024024024024024024,Biology,1,0.040927021696252466,0.7241379310344828,0.28571428571428564,0.16666666666666666,0.125,1.0,0.016666666666666666,0.0379870223818327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.8139534883720927,0.2660098522167488,0.21428571428571427,0.03,0.2,0.06180006254853661,0.03753753753753754,Computer science,1,0.04215976331360947,0.27586206896551724,0.28571428571428564,0.16666666666666666,0.125,1.0,0.016666666666666666,0.10739113865811237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.6279069767441854,0.18226600985221675,0.17857142857142855,0.01,0.0,0.061634906300183784,0.0,Computer science,0,0.005670611439842209,0.10344827586206896,0.28571428571428564,0.05555555555555555,0.0,1.0,0.0,0.056357791754493944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5581395348837219,0.09359605911330049,0.07142857142857142,0.02,0.2,0.061199174921550775,0.0045045045045045045,Appeal,0,0.01898422090729783,0.6551724137931035,0.9999999999999998,0.05555555555555555,0.0,0.0,0.011111111111111112,0.04659286667359518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.697674418604656,0.16748768472906403,0.17857142857142855,0.01,0.0,0.060784527319303255,0.0007507507507507507,Humanities,0,0.033037475345167655,0.10344827586206896,0.9999999999999998,0.05555555555555555,0.0,0.0,0.0,0.0688564901428103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0.6744186046511658,0.6403940886699507,0.6428571428571428,0.02,0.2,0.05937542826420783,0.018018018018018018,AutoDock,1,0.02440828402366864,0.5517241379310345,0.28571428571428564,0.2777777777777778,0.1875,1.0,0.011111111111111112,0.06305058581535666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.4418604651162852,0.22167487684729065,0.25,0.06,0.6000000000000001,0.05831772548220353,0.012012012012012012,KEGG,1,0.044132149901380674,0.3448275862068965,0.28571428571428564,0.3333333333333333,0.3125,1.0,0.1,0.03421855203466925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.2558139534883779,0.5270935960591133,0.5714285714285714,0.02,0.2,0.05790307787995601,0.013513513513513514,Generalized method of moments,0,0.02440828402366864,0.5172413793103449,0.28571428571428564,0.05555555555555555,0.0,1.0,0.011111111111111112,0.02315759556772487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.6279069767441854,0.5763546798029556,0.5357142857142857,0.03,0.4,0.057790631072566837,0.03153153153153153,Checklist,0,0.054240631163708086,0.8620689655172414,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.03333333333333333,0.054021726143625104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.6279069767441854,0.41379310344827586,0.39285714285714285,0.11,0.8,0.05774143559433409,0.033783783783783786,Linkage (software),1,0.0,0.6551724137931035,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.18888888888888888,0.05399183133690466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9069767441860463,0.0,0.0,0.04,0.0,0.057699268041563154,0.03903903903903904,Computer science,0,0.008382642998027615,0.1724137931034483,0.28571428571428564,0.05555555555555555,0.0,1.0,0.0,0.1697506239394206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.06976744186047057,0.09359605911330049,0.07142857142857142,0.01,0.0,0.05694025209168631,0.0,Mathematics,0,0.0,0.034482758620689655,0.9999999999999998,0.05555555555555555,0.0,0.0,0.0,0.016065154119843855,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2093023255813975,0.4433497536945813,0.46428571428571425,0.05,0.2,0.056082845185343955,0.027777777777777776,Pittsburgh Sleep Quality Index,0,0.0,0.4827586206896552,0.28571428571428564,0.1111111111111111,0.0,1.0,0.005555555555555556,0.020604064612701645,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.16279069767442422,0.37438423645320196,0.2857142857142857,0.02,0.2,0.055861465533296545,0.0,Estimation,1,0.062376725838264306,0.3448275862068965,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.011111111111111112,0.01878576870819037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.8372093023255829,0.16748768472906403,0.17857142857142855,0.07,0.4,0.055481957558358136,0.03078078078078078,Computer science,0,0.0,0.3793103448275862,0.28571428571428564,0.2777777777777778,0.25,1.0,0.05,0.11219296286926518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5813953488372121,0.2561576354679803,0.25,0.02,0.4,0.055000544664223286,0.016516516516516516,Histogram,1,0.03007889546351085,0.13793103448275862,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.022222222222222223,0.0460499810508726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.418604651162795,0.270935960591133,0.25,0.01,0.2,0.05463157857747761,0.0,LISREL,0,0.03328402366863906,0.41379310344827586,0.9999999999999998,0.05555555555555555,0.0,0.0,0.005555555555555556,0.03099166694088845,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7906976744186096,0.43349753694581283,0.46428571428571425,0.01,0.4,0.0544101989254302,0.01126126126126126,Phylogenetic tree,1,0.04265285996055227,0.41379310344827586,0.28571428571428564,0.3333333333333333,0.3125,1.0,0.011111111111111112,0.09020049241481562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.48837209302325846,0.19211822660098524,0.21428571428571427,0.02,0.0,0.05428018230438647,0.0,Cloning (programming),0,0.0,0.13793103448275862,0.9999999999999998,0.05555555555555555,0.0,0.0,0.0,0.036177345184726116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.418604651162795,0.21182266009852216,0.17857142857142855,0.01,0.0,0.054227472863422804,0.0,Modular design,0,0.025394477317554242,0.7241379310344828,0.9999999999999998,0.05555555555555555,0.0,0.0,0.0,0.030825033898326797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.34883720930233153,0.0,0.0,0.02,0.2,0.053735518081095224,0.012762762762762763,Generalization,1,0.0,0.7586206896551725,0.28571428571428564,0.05555555555555555,0.0625,1.0,0.011111111111111112,0.026345058976205107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.2093023255813975,0.541871921182266,0.6071428571428571,0.01,0.2,0.053549278056356925,0.03303303303303303,Neon,0,0.07100591715976332,0.8275862068965517,0.28571428571428564,0.05555555555555555,0.0,1.0,0.005555555555555556,0.019813468170108324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.5581395348837219,0.27586206896551724,0.21428571428571427,0.02,0.2,0.05333844029250226,0.0037537537537537537,Graphics,1,0.009615384615384616,0.2068965517241379,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.011111111111111112,0.04246748040723493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6511627906976756,0.5369458128078818,0.5,0.02,0.2,0.05283242965925103,0.06231231231231231,Mediation,1,0.0,0.44827586206896547,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.011111111111111112,0.054596726652252014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.720930232558139,0.35467980295566504,0.2857142857142857,0.01,0.4,0.05251968697619992,0.006756756756756757,Adapter (computing),1,0.025394477317554242,0.10344827586206896,0.28571428571428564,0.05555555555555555,0.0625,1.0,0.011111111111111112,0.06799028811808548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.27906976744186096,0.3645320197044335,0.3214285714285714,0.03,0.0,0.05245292168431262,0.0,Grounded theory,0,0.011341222879684419,0.13793103448275862,0.28571428571428564,0.05555555555555555,0.0,1.0,0.005555555555555556,0.022387179841327813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.46511627906976827,0.22167487684729065,0.25,0.01,0.6000000000000001,0.05229830732415251,0.0007507507507507507,KEGG,1,0.04561143984220908,0.3448275862068965,0.28571428571428564,0.2222222222222222,0.25,1.0,0.016666666666666666,0.03338371491842393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.720930232558139,0.39901477832512317,0.42857142857142855,0.1,0.2,0.05172553139901398,0.01876876876876877,Cochrane collaboration,1,0.010108481262327417,0.5172413793103449,0.28571428571428564,0.3333333333333333,0.25,1.0,0.09444444444444444,0.06737901049876367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7441860465116292,0.17733990147783252,0.17857142857142855,0.03,0.2,0.051230062653955494,0.3656156156156156,Computer science,1,0.0633629191321499,0.06896551724137931,0.28571428571428564,0.2222222222222222,0.1875,1.0,0.016666666666666666,0.07275280537279528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.2558139534883779,0.08374384236453201,0.07142857142857142,0.02,0.0,0.04972257264239455,0.0,Situated,0,0.02983234714003945,0.41379310344827586,0.28571428571428564,0.05555555555555555,0.0,1.0,0.0,0.02045900966801343,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.09302325581395365,0.2561576354679803,0.2857142857142857,0.05,0.2,0.049652293387776325,0.024774774774774775,Coupling (piping),1,0.027613412228796846,0.8275862068965517,0.28571428571428564,0.16666666666666666,0.125,1.0,0.02777777777777778,0.01476740452729902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.8837209302325633,0.37438423645320196,0.3214285714285714,0.28,0.4,0.04921304804641241,0.028528528528528527,Checklist,1,0.03796844181459566,0.7931034482758621,0.28571428571428564,0.16666666666666666,0.0625,1.0,0.2,0.13458742950146566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.6279069767441854,0.3694581280788177,0.3214285714285714,0.04,0.4,0.049160338605448745,0.006756756756756757,Mega-,1,0.050049309664694286,0.41379310344827586,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.02777777777777778,0.04877732290752465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3953488372093048,0.22167487684729065,0.17857142857142855,0.03,0.2,0.04887570762424494,0.07057057057057058,Competitor analysis,1,0.04783037475345168,0.5517241379310345,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.016666666666666666,0.027163304016115997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.418604651162795,0.27586206896551724,0.25,0.01,0.4,0.04868595363677572,0.0,Meaning (existential),0,0.03574950690335306,0.6206896551724138,0.9999999999999998,0.0,0.0,0.0,0.011111111111111112,0.02853998774076401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7906976744186096,0.39408866995073893,0.3571428571428571,0.04,0.2,0.048643786084004784,0.03678678678678678,Pascal (unit),1,0.040680473372781065,0.4827586206896552,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.022222222222222223,0.08465233658900209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.3720930232558146,0.19704433497536947,0.17857142857142855,0.22,0.0,0.04843294832015012,0.025525525525525526,Radiosonde,1,0.11341222879684419,0.41379310344827586,0.28571428571428564,0.05555555555555555,0.0625,1.0,0.0,0.02563497006600663,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.5348837209302388,0.30049261083743845,0.2857142857142857,0.02,0.2,0.047403357239993116,0.0037537537537537537,Unix,1,0.015779092702169626,0.44827586206896547,0.28571428571428564,0.1111111111111111,0.0625,1.0,0.011111111111111112,0.037051502755997126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.7441860465116292,0.4482758620689655,0.46428571428571425,0.08,0.2,0.04719603343886934,0.018018018018018018,Biology,1,0.02958579881656805,0.3103448275862069,0.28571428571428564,0.2777777777777778,0.25,1.0,0.044444444444444446,0.0694259404534775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.7441860465116292,0.39901477832512317,0.39285714285714285,0.04,0.2,0.04697113982409103,0.015765765765765764,Bioconductor,1,0.022435897435897436,0.6551724137931035,0.28571428571428564,0.2222222222222222,0.125,1.0,0.016666666666666666,0.06924047063219149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
